url,title,authors,journal,year,abstract
https://www.safetylit.org/citations,,,,,
https://www.safetylit.org/citations/index.php?fuseaction=citations.archivesearch,,,,,
https://www.safetylit.org/citations/index.php?fuseaction=citations.authorbrowse,,,,,
https://www.safetylit.org/citations/index.php?fuseaction=citations.customsearch,,,,,
